Transaction_ID,Date,Customer_Name,Customer_ID,Product,Customer_Category,Season,Basket_Size,Product_Category,Category,Sub_Category,Payment_Method,City,Store_Type,Discount_Applied,Promotion,Unit_Price,Cost_Per_Item,Profit,Total_Items,Total_Cost,Total_Sales,Profit_Margin_Sales,Profit_Margin_Cost,is_slow_moving,is_overstocked
1000000197,04-06-2022 19:22,John Martin,785736,"['Shrimp', 'Feminine Hygiene Products', 'Toilet Paper', 'Water']",Homemaker,Spring,4,Shrimp,Meat & Seafood,Shrimp,Cash,Miami,Pharmacy,False,,8.41,5.63,27.82,10,56.3,84.1,33.07966706302022,49.41385435168739,False,True
1000000198,26-01-2021 05:46,Jerry Williams,600125,"['Pasta', 'Shampoo']",Retiree,Winter,2,Pasta,Grains & Bakery,Pasta,Debit Card,Chicago,Supermarket,True,,9.89,6.59,13.21,4,26.36,39.56,33.39231547017189,50.11380880121396,False,False
1000000199,06-02-2022 01:27,Jeffrey Brown,840718,"['Garden Hose', 'Cheese', 'Bath Towels']",Young Adult,Winter,3,Garden Hose,Garden Tools,Garden Hose,Cash,Miami,Pharmacy,True,BOGO (Buy One Get One),25.8,16.35,28.33,3,49.050000000000004,77.4,36.60206718346253,57.75739041794087,False,False
1000000200,11-06-2023 10:26,Andrea Snyder,180738,"['Honey', 'Yogurt', 'Potatoes', 'Apple', 'Onions']",Professional,Fall,5,Honey,Pantry & Snacks,Honey,Debit Card,Boston,Department Store,True,BOGO (Buy One Get One),16.67,9.88,33.96,5,49.400000000000006,83.35000000000001,40.74385122975405,68.74493927125506,False,False
1000000202,01-03-2020 20:12,Olivia Jimenez,694754,"['Peanut Butter', 'Diapers']",Retiree,Winter,2,Peanut Butter,Pantry & Snacks,Peanut Butter,Mobile Payment,Atlanta,Specialty Store,False,BOGO (Buy One Get One),4.1,1.84,15.83,7,12.88,28.699999999999996,55.15679442508712,122.90372670807453,False,False
1000000203,11-09-2021 18:36,Angel Garcia,690852,"['Cereal Bars', 'Tomatoes']",Senior Citizen,Fall,2,Cereal Bars,Grains & Bakery,Cereal Bars,Credit Card,Seattle,Warehouse Club,True,,1.61,1.08,2.66,5,5.4,8.05,33.04347826086956,49.25925925925926,False,False
1000000204,29-11-2023 19:00,Amy Rodriguez,30117,['Sponges'],Homemaker,Spring,1,Sponges,Cleaning Supplies,Sponges,Cash,Miami,Warehouse Club,True,BOGO (Buy One Get One),29.79,17.34,37.37,3,52.019999999999996,89.37,41.81492670918652,71.83775470972704,False,False
1000000205,27-12-2023 05:05,Angela Clark,869107,"['Chips', 'Shampoo', 'Trash Bags', 'Soap', 'Dishware']",Teenager,Summer,5,Chips,Pantry & Snacks,Chips,Mobile Payment,San Francisco,Specialty Store,False,Discount on Selected Items,2.34,0.94,11.2,8,7.52,18.72,59.82905982905983,148.93617021276594,False,False
1000000206,01-05-2023 05:29,Kelly Thompson,129011,['Garden Hose'],Homemaker,Winter,1,Garden Hose,Garden Tools,Garden Hose,Mobile Payment,San Francisco,Warehouse Club,True,Discount on Selected Items,1.5,0.65,5.14,6,3.9000000000000004,9.0,57.111111111111114,131.79487179487177,False,False
1000000207,10-04-2021 08:08,Ryan Melendez,49017,"['Spinach', 'Feminine Hygiene Products', 'Onions', 'BBQ Sauce']",Homemaker,Fall,4,Spinach,Vegetables,Spinach,Mobile Payment,Chicago,Supermarket,False,BOGO (Buy One Get One),1.93,1.15,6.95,9,10.35,17.37,40.01151410477835,67.14975845410629,False,False
1000000208,01-06-2022 00:16,Kimberly Cisneros,712354,"['Paper Towels', 'Toothpaste']",Young Adult,Winter,2,Paper Towels,Cleaning Supplies,Paper Towels,Cash,Chicago,Warehouse Club,False,Discount on Selected Items,0.82,0.33,4.92,10,3.3000000000000003,8.2,60.00000000000001,149.09090909090907,False,False
1000000209,20-08-2021 06:00,Cole Smith,848904,"['Mustard', 'Chicken', 'Bread']",Middle-Aged,Spring,3,Mustard,Condiments,Mustard,Cash,Boston,Supermarket,True,BOGO (Buy One Get One),6.61,2.96,18.25,5,14.8,33.050000000000004,55.21936459909228,123.3108108108108,False,False
1000000210,17-09-2023 01:37,Craig Smith,150632,"['Pasta', 'Carrots', 'Power Strips', 'Shrimp']",Young Adult,Fall,4,Pasta,Grains & Bakery,Pasta,Credit Card,Miami,Convenience Store,False,Discount on Selected Items,8.03,4.53,20.97,6,27.18,48.17999999999999,43.52428393524284,77.1523178807947,False,False
1000000211,04-05-2021 16:16,Rodney Randolph,208552,"['Onions', 'Plant Fertilizer', 'Ice Cream', 'Tuna']",Teenager,Summer,4,Onions,Vegetables,Onions,Debit Card,Houston,Warehouse Club,False,Discount on Selected Items,14.96,9.09,29.36,5,45.45,74.80000000000001,39.251336898395714,64.59845984598459,False,False
1000000212,30-09-2020 11:28,Patrick Campbell,923439,"['Paper Towels', 'Rice', 'Mayonnaise', 'Pickles', 'Mayonnaise']",Young Adult,Winter,5,Paper Towels,Cleaning Supplies,Paper Towels,Cash,Boston,Department Store,True,Discount on Selected Items,9.41,5.61,30.45,8,44.88,75.28,40.4489904357067,67.8475935828877,False,False
1000000213,30-09-2021 05:17,Emily Whitehead,751664,"['Carrots', 'Orange', 'Paper Towels', 'Soap']",Retiree,Winter,4,Carrots,Vegetables,Carrots,Credit Card,Miami,Convenience Store,True,,27.96,13.07,44.69,3,39.21,83.88,53.27849308536003,113.97602652384595,False,False
1000000214,12-05-2023 08:08,Shawn Joyce,323604,"['Shaving Cream', 'Dustpan', 'Rice', 'Orange', 'Honey']",Senior Citizen,Spring,5,Shaving Cream,Personal Care,Shaving Cream,Mobile Payment,Seattle,Warehouse Club,False,,5.05,3.1,11.7,6,18.6,30.299999999999997,38.613861386138616,62.9032258064516,False,False
1000000215,03-01-2020 23:36,Ashley White,881232,"['Coffee', 'Hair Gel', 'Vacuum Cleaner']",Professional,Fall,3,Coffee,Beverages,Coffee,Credit Card,Los Angeles,Supermarket,False,BOGO (Buy One Get One),23.97,11.29,50.7,4,45.16,95.88,52.87859824780977,112.26749335695307,False,False
1000000216,03-05-2022 19:43,Richard Harris,939506,"['Pancake Mix', 'Water', 'Air Freshener', 'Tea']",Middle-Aged,Spring,4,Pancake Mix,Grains & Bakery,Pancake Mix,Mobile Payment,Dallas,Pharmacy,False,BOGO (Buy One Get One),9.24,4.6,27.85,6,27.599999999999998,55.44,50.23448773448774,100.9057971014493,False,False
1000000217,18-09-2021 05:56,Matthew Bowen,38625,"['Butter', 'Onions', 'Diapers']",Teenager,Winter,3,Butter,Dairy,Butter,Cash,Boston,Department Store,True,Discount on Selected Items,3.14,1.96,8.25,7,13.719999999999999,21.98,37.534121929026384,60.13119533527698,False,False
1000000218,04-09-2021 06:01,James Smith,75705,"['Milk', 'Insect Repellent', 'BBQ Sauce', 'BBQ Sauce', 'Hair Gel']",Senior Citizen,Summer,5,Milk,Other,Milk,Credit Card,Los Angeles,Department Store,False,BOGO (Buy One Get One),5.82,3.46,21.23,9,31.14,52.38,40.530736922489496,68.17597944765575,False,False
1000000219,06-11-2020 04:18,Julia Baldwin,167850,"['Trash Bags', 'Cleaning Rags']",Retiree,Fall,2,Trash Bags,Cleaning Supplies,Trash Bags,Mobile Payment,New York,Department Store,False,BOGO (Buy One Get One),2.12,1.39,5.12,7,9.729999999999999,14.84,34.50134770889488,52.620760534429614,False,False
1000000221,20-04-2023 04:26,Ashley Jones,521686,['Ketchup'],Professional,Spring,1,Ketchup,Condiments,Ketchup,Credit Card,Houston,Department Store,True,,24.33,13.88,10.45,1,13.88,24.33,42.95108919030004,75.28818443804035,True,False
1000000222,05-02-2021 07:29,Matthew Hogan,935051,['Baby Wipes'],Retiree,Summer,1,Baby Wipes,Baby Care,Baby Wipes,Cash,San Francisco,Specialty Store,True,Discount on Selected Items,13.78,5.9,31.52,4,23.6,55.12,57.184325108853415,133.5593220338983,False,False
1000000223,01-03-2023 23:31,Kristin Hudson,37394,['Toothpaste'],Professional,Spring,1,Toothpaste,Personal Care,Toothpaste,Debit Card,San Francisco,Convenience Store,True,,19.35,9.87,37.89,4,39.48,77.4,48.95348837209302,95.97264437689971,False,False
1000000224,09-10-2020 05:10,Terri Dunn,773779,"['Banana', 'Feminine Hygiene Products']",Homemaker,Summer,2,Banana,Fruits,Banana,Credit Card,Atlanta,Supermarket,True,Discount on Selected Items,17.4,8.34,18.11,2,16.68,34.8,52.04022988505748,108.57314148681054,True,False
1000000225,13-08-2021 13:03,Jorge Keller,660203,"['Vacuum Cleaner', 'Ironing Board', 'Olive Oil', 'Tea', 'Shrimp']",Senior Citizen,Summer,5,Vacuum Cleaner,Household Electronics,Vacuum Cleaner,Credit Card,San Francisco,Convenience Store,False,BOGO (Buy One Get One),10.36,4.9,38.19,7,34.300000000000004,72.52,52.66133480419195,111.34110787172008,False,False
1000000226,17-11-2022 05:57,Leslie Bell,326413,['Mayonnaise'],Middle-Aged,Winter,1,Mayonnaise,Condiments,Mayonnaise,Debit Card,Seattle,Warehouse Club,True,Discount on Selected Items,2.86,1.98,6.18,7,13.86,20.02,30.869130869130867,44.58874458874459,False,False
1000000227,15-02-2020 09:07,Bradley Flynn,927326,"['Shaving Cream', 'Power Strips', 'Laundry Detergent', 'Orange', 'Hand Sanitizer']",Senior Citizen,Winter,5,Shaving Cream,Personal Care,Shaving Cream,Cash,San Francisco,Department Store,True,BOGO (Buy One Get One),5.64,2.92,5.43,2,5.84,11.28,48.138297872340424,92.97945205479452,True,False
1000000228,21-02-2021 21:33,Morgan Phillips,990744,"['Rice', 'Ketchup']",Homemaker,Winter,2,Rice,Grains & Bakery,Rice,Cash,Atlanta,Convenience Store,False,Discount on Selected Items,4.16,2.78,12.45,9,25.02,37.44,33.253205128205124,49.76019184652278,False,True
1000000229,10-07-2021 18:05,Victoria Duran,953341,['Broom'],Teenager,Fall,1,Broom,Cleaning Equipment,Broom,Credit Card,San Francisco,Department Store,True,,6.46,3.81,26.52,10,38.1,64.6,41.05263157894738,69.60629921259842,False,False
1000000230,15-05-2022 13:30,Bruce Smith,748706,"['Onions', 'Salmon']",Young Adult,Fall,2,Onions,Vegetables,Onions,Debit Card,Dallas,Specialty Store,False,BOGO (Buy One Get One),34.21,21.84,24.73,2,43.68,68.42,36.14440222157264,56.616300366300365,True,False
1000000231,15-09-2022 19:30,Miss Jaime Roy MD,755690,"['Potatoes', 'Pancake Mix', 'Peanut Butter', 'Jam']",Young Adult,Spring,4,Potatoes,Vegetables,Potatoes,Cash,San Francisco,Warehouse Club,True,,11.93,6.57,37.52,7,45.99,83.50999999999999,44.92875104777872,81.58295281582953,False,False
1000000232,12-07-2021 19:21,Paul Kline,260334,"['Shower Gel', 'Peanut Butter', 'Baby Wipes', 'Hair Gel']",Student,Spring,4,Shower Gel,Personal Care,Shower Gel,Debit Card,San Francisco,Convenience Store,False,,14.94,8.56,38.27,6,51.36,89.64,42.692994199018294,74.51323987538942,False,False
1000000233,24-04-2023 04:09,Mary Ryan,686579,"['Laundry Detergent', 'Hand Sanitizer']",Young Adult,Summer,2,Laundry Detergent,Cleaning Supplies,Laundry Detergent,Cash,Seattle,Convenience Store,False,BOGO (Buy One Get One),24.7,13.53,44.68,4,54.12,98.8,45.22267206477733,82.55728011825573,False,False
1000000234,09-05-2023 07:42,Charles Parrish,63394,"['Light Bulbs', 'Plant Fertilizer', 'Bath Towels', 'Cleaning Rags']",Young Adult,Summer,4,Light Bulbs,Household Electronics,Light Bulbs,Credit Card,Houston,Convenience Store,True,,16.12,7.39,52.36,6,44.339999999999996,96.72,54.13564929693961,118.0875056382499,False,False
1000000235,06-12-2023 22:36,Victor Baker,281903,"['Soap', 'Banana', 'Tea', 'Feminine Hygiene Products', 'Mustard']",Homemaker,Fall,5,Soap,Personal Care,Soap,Mobile Payment,Chicago,Specialty Store,True,,6.9,4.26,26.45,10,42.599999999999994,69.0,38.33333333333333,62.08920187793427,False,False
1000000236,24-07-2023 04:23,Mary Graham,383030,"['Water', 'Toothbrush']",Middle-Aged,Winter,2,Water,Other,Water,Mobile Payment,Miami,Pharmacy,True,,24.47,11.85,25.24,2,23.7,48.94,51.57335512872906,106.49789029535866,True,False
1000000237,04-12-2023 13:25,Matthew Peterson,300496,"['Cleaning Spray', 'Eggs', 'Olive Oil', 'Baby Wipes', 'Shrimp']",Senior Citizen,Winter,5,Cleaning Spray,Cleaning Supplies,Cleaning Spray,Mobile Payment,Seattle,Supermarket,True,Discount on Selected Items,7.64,3.11,18.1,4,12.44,30.56,59.22774869109948,145.49839228295824,False,False
1000000238,25-04-2023 09:57,Leslie Walsh,675459,"['Deodorant', 'BBQ Sauce', 'Trash Cans']",Senior Citizen,Spring,3,Deodorant,Personal Care,Deodorant,Cash,Miami,Supermarket,False,,19.26,11.43,39.13,5,57.15,96.30000000000001,40.63343717549325,68.46894138232722,False,False
1000000239,31-08-2022 22:42,Gabriel Lucero,180877,['Bread'],Student,Summer,1,Bread,Grains & Bakery,Bread,Mobile Payment,Chicago,Warehouse Club,False,Discount on Selected Items,4.63,2.1,25.32,10,21.0,46.3,54.68682505399568,120.57142857142857,False,False
1000000240,21-11-2022 07:58,Connor Moore,302555,"['Syrup', 'Tomatoes']",Retiree,Summer,2,Syrup,Pantry & Snacks,Syrup,Cash,Dallas,Department Store,False,Discount on Selected Items,6.35,4.33,18.17,9,38.97,57.15,31.79352580927384,46.625609443161416,False,True
1000000241,03-12-2022 02:43,Amy Campbell,910596,"['Shaving Cream', 'Laundry Detergent', 'BBQ Sauce', 'Air Freshener']",Middle-Aged,Winter,4,Shaving Cream,Personal Care,Shaving Cream,Debit Card,San Francisco,Supermarket,True,,13.04,8.94,8.18,2,17.88,26.08,31.36503067484663,45.74944071588367,True,False
1000000242,20-04-2020 02:30,Lee Ramirez,785050,"['Shrimp', 'Orange', 'Tomatoes', 'Soda', 'Deodorant']",Teenager,Winter,5,Shrimp,Meat & Seafood,Shrimp,Mobile Payment,Chicago,Warehouse Club,True,,31.8,21.45,20.7,2,42.9,63.6,32.54716981132076,48.25174825174825,True,False
1000000243,11-03-2020 18:33,Jaime Parker,970682,"['Sponges', 'Chicken', 'Syrup', 'Cleaning Spray', 'Honey']",Young Adult,Fall,5,Sponges,Cleaning Supplies,Sponges,Mobile Payment,Dallas,Department Store,True,,5.05,2.58,19.74,8,20.64,40.4,48.86138613861386,95.63953488372093,False,False
1000000244,01-04-2022 11:38,James Bailey,307413,"['Tomatoes', 'Laundry Detergent']",Professional,Winter,2,Tomatoes,Vegetables,Tomatoes,Debit Card,Los Angeles,Supermarket,True,BOGO (Buy One Get One),24.47,9.9,43.7,3,29.700000000000003,73.41,59.52867456749762,147.1380471380471,False,False
1000000245,16-12-2022 10:50,Sara Lee,673095,"['Shaving Cream', 'Mustard']",Young Adult,Fall,2,Shaving Cream,Personal Care,Shaving Cream,Credit Card,Los Angeles,Specialty Store,True,,1.77,1.2,5.68,10,12.0,17.7,32.090395480225986,47.333333333333336,False,True
1000000246,27-10-2021 14:16,Joanne Flores,622106,"['Insect Repellent', 'Shaving Cream', 'Shampoo', 'Sponges']",Young Adult,Spring,4,Insect Repellent,Other,Insect Repellent,Mobile Payment,Miami,Department Store,True,BOGO (Buy One Get One),26.18,13.83,37.04,3,41.49,78.53999999999999,47.16068245480011,89.27452398168234,False,False
1000000247,18-04-2023 14:44,Kevin Cruz,879988,"['Olive Oil', 'Dish Soap', 'Dish Soap']",Retiree,Spring,3,Olive Oil,Pantry & Snacks,Olive Oil,Debit Card,Houston,Specialty Store,True,Discount on Selected Items,8.53,5.88,15.86,6,35.28,51.17999999999999,30.988667448221964,44.954648526077094,False,False
1000000248,24-11-2020 20:47,Dawn Benson,113722,"['Milk', 'Tuna', 'Honey', 'Shower Gel']",Homemaker,Summer,4,Milk,Other,Milk,Cash,Miami,Pharmacy,False,BOGO (Buy One Get One),70.51,48.59,21.92,1,48.59,70.51,31.087788966104096,45.11216299650134,True,False
1000000249,16-04-2021 11:55,Ronald Pacheco,255737,['Extension Cords'],Homemaker,Fall,1,Extension Cords,Household Electronics,Extension Cords,Cash,Atlanta,Specialty Store,True,,5.97,3.91,20.53,10,39.1,59.699999999999996,34.388609715242886,52.50639386189258,False,True
1000000251,03-01-2021 09:31,Tamara Burke,426894,"['Razors', 'Coffee', 'Vinegar', 'Chips', 'Chips']",Student,Winter,5,Razors,Other,Razors,Mobile Payment,Los Angeles,Pharmacy,False,BOGO (Buy One Get One),10.79,5.56,15.68,3,16.68,32.37,48.43991350015447,94.00479616306954,False,False
1000000252,13-04-2022 04:44,Cheryl Benson,873353,"['Cleaning Rags', 'Pickles', 'Shaving Cream', 'Mustard']",Senior Citizen,Fall,4,Cleaning Rags,Cleaning Supplies,Cleaning Rags,Debit Card,San Francisco,Warehouse Club,False,,1.45,0.95,4.49,9,8.549999999999999,13.049999999999999,34.406130268199234,52.51461988304095,False,True
1000000253,19-12-2020 02:54,Taylor Jimenez,719788,['Cereal Bars'],Professional,Spring,1,Cereal Bars,Grains & Bakery,Cereal Bars,Mobile Payment,Seattle,Specialty Store,False,,1.07,0.53,3.78,7,3.71,7.49,50.467289719626166,101.88679245283019,False,False
1000000254,01-03-2023 20:48,Brenda Greene,920377,"['Trash Bags', 'Trash Bags', 'Pickles']",Teenager,Winter,3,Trash Bags,Cleaning Supplies,Trash Bags,Cash,Los Angeles,Department Store,True,,10.48,4.73,28.78,5,23.650000000000002,52.400000000000006,54.9236641221374,121.69133192389006,False,False
1000000255,25-08-2021 11:41,Mark Johnson,329237,['Shrimp'],Student,Fall,1,Shrimp,Meat & Seafood,Shrimp,Mobile Payment,Seattle,Convenience Store,True,,14.93,8.46,38.77,6,50.760000000000005,89.58,43.279749944183976,76.37903861308116,False,False
1000000256,20-02-2022 22:41,Kenneth Williams,59836,"['Milk', 'Hair Gel']",Retiree,Fall,2,Milk,Other,Milk,Debit Card,Boston,Convenience Store,True,BOGO (Buy One Get One),10.48,7.14,10.04,3,21.419999999999998,31.44,31.933842239185743,46.87208216619981,False,False
1000000258,03-03-2023 15:39,Felicia Johnson,224537,"['Trash Cans', 'Razors']",Middle-Aged,Fall,2,Trash Cans,Cleaning Equipment,Trash Cans,Credit Card,Atlanta,Department Store,True,Discount on Selected Items,15.79,9.02,33.87,5,45.099999999999994,78.94999999999999,42.900569981000636,75.09977827050999,False,False
1000000259,11-12-2021 10:43,Kelly Adams,723162,['Insect Repellent'],Retiree,Fall,1,Insect Repellent,Other,Insect Repellent,Credit Card,Seattle,Warehouse Club,True,Discount on Selected Items,6.62,2.84,26.46,7,19.88,46.34,57.09969788519638,133.09859154929578,False,False
1000000260,09-05-2022 08:59,Richard Hopkins,836829,['Lawn Mower'],Middle-Aged,Winter,1,Lawn Mower,Garden Tools,Lawn Mower,Debit Card,Dallas,Convenience Store,False,,8.62,5.04,28.66,8,40.32,68.96,41.560324825986086,71.08134920634922,False,False
1000000261,21-11-2022 12:53,Brenda Brown,451278,['Spinach'],Retiree,Winter,1,Spinach,Vegetables,Spinach,Debit Card,Chicago,Warehouse Club,True,Discount on Selected Items,92.52,64.49,28.03,1,64.49,92.52,30.29615218331172,43.46410296169949,True,False
1000000262,14-12-2021 17:24,David Henry,853867,"['Insect Repellent', 'Dishware', 'Apple']",Teenager,Summer,3,Insect Repellent,Other,Insect Repellent,Credit Card,Los Angeles,Supermarket,True,,1.81,0.8,7.06,7,5.6000000000000005,12.67,55.722178374112076,126.07142857142854,False,False
1000000263,31-05-2020 15:32,Catherine Rodriguez,728612,"['Soap', 'Dish Soap', 'Chips', 'Tea']",Student,Summer,4,Soap,Personal Care,Soap,Credit Card,New York,Department Store,True,,8.87,4.93,15.77,4,19.72,35.48,44.44757609921083,79.96957403651116,False,False
1000000264,08-09-2021 12:36,Sean Obrien,216475,"['Garden Hose', 'Milk', 'Lawn Mower']",Teenager,Summer,3,Garden Hose,Garden Tools,Garden Hose,Mobile Payment,New York,Supermarket,False,,2.85,1.89,6.72,7,13.229999999999999,19.95,33.68421052631579,50.793650793650805,False,False
1000000265,15-11-2023 17:33,Scott Byrd,564789,"['Light Bulbs', 'Honey', 'Bath Towels', 'Cereal Bars', 'Rice']",Homemaker,Spring,5,Light Bulbs,Household Electronics,Light Bulbs,Credit Card,Seattle,Department Store,False,,0.96,0.6,3.63,10,6.0,9.6,37.8125,60.5,False,False
1000000266,27-09-2022 03:45,Sheila Carroll,910078,"['Plant Fertilizer', 'Vacuum Cleaner']",Teenager,Fall,2,Plant Fertilizer,Garden Tools,Plant Fertilizer,Mobile Payment,Houston,Department Store,True,BOGO (Buy One Get One),3.64,2.21,12.79,9,19.89,32.76,39.04151404151404,64.30367018602313,False,False
1000000267,02-01-2020 00:27,Jason Rodriguez,54201,"['Insect Repellent', 'Hand Sanitizer', 'Honey', 'Dish Soap', 'Pickles']",Professional,Fall,5,Insect Repellent,Other,Insect Repellent,Debit Card,New York,Department Store,True,,1.92,1.17,5.98,8,9.36,15.36,38.93229166666667,63.88888888888889,False,False
1000000268,16-01-2023 11:25,Edward Anderson,101131,"['Cleaning Spray', 'Cereal Bars']",Student,Spring,2,Cleaning Spray,Cleaning Supplies,Cleaning Spray,Mobile Payment,Atlanta,Supermarket,False,Discount on Selected Items,10.96,5.57,16.19,3,16.71,32.88,49.23965936739659,96.8880909634949,False,False
1000000269,22-11-2020 01:11,Benjamin Barber,163624,"['Mayonnaise', 'Tissues', 'Potatoes', 'Salmon']",Retiree,Fall,4,Mayonnaise,Condiments,Mayonnaise,Debit Card,Dallas,Pharmacy,False,Discount on Selected Items,4.15,2.02,21.22,10,20.2,41.5,51.132530120481924,105.04950495049505,False,False
1000000270,19-11-2023 08:21,Lisa Evans,549516,"['Milk', 'Banana']",Homemaker,Winter,2,Milk,Other,Milk,Debit Card,Dallas,Supermarket,False,BOGO (Buy One Get One),35.02,22.51,12.51,1,22.51,35.02,35.72244431753283,55.57529986672589,True,False
1000000271,17-12-2022 17:26,Tracey Jackson,677158,"['Syrup', 'Spinach', 'Ironing Board']",Senior Citizen,Summer,3,Syrup,Pantry & Snacks,Syrup,Credit Card,Los Angeles,Convenience Store,True,BOGO (Buy One Get One),7.05,4.53,17.61,7,31.71,49.35,35.6838905775076,55.53453169347209,False,False
1000000272,08-12-2023 17:42,Taylor Daniels,474785,"['Sponges', 'Shrimp', 'Soda']",Retiree,Winter,3,Sponges,Cleaning Supplies,Sponges,Credit Card,Houston,Convenience Store,False,,1.95,1.29,1.98,3,3.87,5.85,33.84615384615385,51.162790697674424,False,False
1000000273,09-11-2023 07:56,Dwayne Herrera,442336,"['Eggs', 'Paper Towels']",Teenager,Spring,2,Eggs,Meat & Seafood,Eggs,Mobile Payment,Los Angeles,Department Store,True,Discount on Selected Items,5.85,3.94,11.45,6,23.64,35.099999999999994,32.62108262108263,48.434856175972925,False,False
1000000274,19-10-2023 06:38,Stephanie Robinson,210780,"['Toothpaste', 'Bath Towels', 'Carrots']",Student,Summer,3,Toothpaste,Personal Care,Toothpaste,Credit Card,Seattle,Supermarket,False,Discount on Selected Items,6.13,3.39,21.89,8,27.12,49.04,44.63703099510604,80.71533923303835,False,False
1000000275,23-07-2022 06:10,Caleb Bailey,575166,"['Insect Repellent', 'Power Strips', 'Toothbrush', 'Yogurt']",Student,Winter,4,Insect Repellent,Other,Insect Repellent,Cash,Dallas,Pharmacy,True,,96.66,53.21,43.45,1,53.21,96.66,44.95137595696255,81.65758316105996,True,False
1000000276,27-10-2023 17:47,Eric Moore DDS,559390,"['Pancake Mix', 'Mop']",Young Adult,Spring,2,Pancake Mix,Grains & Bakery,Pancake Mix,Cash,Chicago,Convenience Store,True,BOGO (Buy One Get One),31.92,20.41,23.01,2,40.82,63.84,36.04323308270676,56.36942675159236,True,False
1000000277,26-09-2021 04:44,Barbara Griffin,275975,"['Hand Sanitizer', 'Mustard', 'Toilet Paper', 'Water']",Professional,Fall,4,Hand Sanitizer,Home & Misc,Hand Sanitizer,Debit Card,Miami,Supermarket,False,Discount on Selected Items,5.12,3.05,20.73,10,30.5,51.2,40.48828125,67.9672131147541,False,False
1000000278,18-03-2021 10:25,Jennifer Harrington DDS,339629,['Syrup'],Professional,Spring,1,Syrup,Pantry & Snacks,Syrup,Debit Card,San Francisco,Pharmacy,False,BOGO (Buy One Get One),14.34,8.76,27.92,5,43.8,71.7,38.94002789400279,63.744292237442934,False,False
1000000279,25-03-2021 23:26,Bryce Smith,786522,"['Shaving Cream', 'Jam']",Homemaker,Fall,2,Shaving Cream,Personal Care,Shaving Cream,Credit Card,Los Angeles,Convenience Store,True,,1.04,0.67,3.39,9,6.03,9.36,36.21794871794872,56.21890547263681,False,True
1000000280,01-03-2020 18:27,Suzanne Silva,632501,"['Ketchup', 'Hand Sanitizer', 'Orange', 'Vacuum Cleaner']",Homemaker,Fall,4,Ketchup,Condiments,Ketchup,Cash,Atlanta,Convenience Store,True,Discount on Selected Items,24.87,16.59,16.56,2,33.18,49.74,33.29312424607961,49.90958408679928,True,False
1000000281,17-09-2020 21:44,David Prince,359247,"['Dishware', 'Soap']",Student,Summer,2,Dishware,Other,Dishware,Mobile Payment,Dallas,Department Store,False,,7.45,3.74,37.16,10,37.400000000000006,74.5,49.87919463087248,99.35828877005345,False,False
1000000282,10-01-2021 16:28,Dawn Alvarado,687754,"['Ice Cream', 'Cereal', 'Feminine Hygiene Products', 'Ice Cream', 'Coffee']",Middle-Aged,Fall,5,Ice Cream,Dairy,Ice Cream,Mobile Payment,Seattle,Specialty Store,True,,60.52,31.03,29.49,1,31.03,60.52,48.727693324520814,95.03706090879793,True,False
1000000283,27-05-2020 05:12,Susan Lee,671131,"['Pasta', 'Toilet Paper', 'Chips', 'Light Bulbs', 'Toilet Paper']",Teenager,Winter,5,Pasta,Grains & Bakery,Pasta,Credit Card,Seattle,Pharmacy,False,BOGO (Buy One Get One),10.58,4.53,24.2,4,18.12,42.32,57.183364839319474,133.5540838852097,False,False
1000000284,21-10-2022 13:17,Pamela Adams,31808,"['Pancake Mix', 'Cereal']",Senior Citizen,Winter,2,Pancake Mix,Grains & Bakery,Pancake Mix,Mobile Payment,Los Angeles,Pharmacy,False,,9.87,5.66,37.9,9,50.94,88.83,42.66576607002139,74.40125638005497,False,False
1000000285,08-05-2022 12:22,Jessica Shaffer,183930,"['Cereal Bars', 'Cleaning Rags', 'Chips', 'Hand Sanitizer', 'Deodorant']",Professional,Fall,5,Cereal Bars,Grains & Bakery,Cereal Bars,Debit Card,Miami,Supermarket,True,Discount on Selected Items,5.69,2.34,30.16,9,21.06,51.21,58.89474711970318,143.2098765432099,False,False
1000000286,30-05-2023 06:57,Mitchell Johnson,704739,"['Peanut Butter', 'Vacuum Cleaner', 'Milk']",Student,Winter,3,Peanut Butter,Pantry & Snacks,Peanut Butter,Mobile Payment,New York,Specialty Store,True,BOGO (Buy One Get One),19.36,10.45,17.82,2,20.9,38.72,46.02272727272727,85.26315789473685,True,False
1000000287,02-01-2023 21:20,Robert Ibarra,607286,"['Shampoo', 'Tuna', 'Shaving Cream', 'Dustpan']",Homemaker,Fall,4,Shampoo,Personal Care,Shampoo,Mobile Payment,Boston,Department Store,True,Discount on Selected Items,19.4,10.92,8.48,1,10.92,19.4,43.711340206185575,77.65567765567766,True,False
1000000288,15-07-2021 13:56,Mr. Matthew Wang,762542,"['Trash Bags', 'Vinegar', 'Banana', 'Pickles', 'Ketchup']",Professional,Spring,5,Trash Bags,Cleaning Supplies,Trash Bags,Credit Card,New York,Convenience Store,False,BOGO (Buy One Get One),1.82,0.88,5.61,6,5.28,10.92,51.37362637362638,106.25,False,False
