Transaction_ID,Date,Customer_Name,Customer_ID,Product,Customer_Category,Season,Basket_Size,Product_Category,Category,Sub_Category,Payment_Method,City,Store_Type,Discount_Applied,Promotion,Unit_Price,Cost_Per_Item,Profit,Total_Items
1000000237,04-12-2023 13:25,Matthew Peterson,300496,"['Cleaning Spray', 'Eggs', 'Olive Oil', 'Baby Wipes', 'Shrimp']",Senior Citizen,Winter,5,Cleaning Spray,Cleaning Supplies,Cleaning Spray,Mobile Payment,Seattle,Supermarket,TRUE,Discount on Selected Items,7.64,3.11,18.1,4
1000000238,25-04-2023 09:57,Leslie Walsh,675459,"['Deodorant', 'BBQ Sauce', 'Trash Cans']",Senior Citizen,Spring,3,Deodorant,Personal Care,Deodorant,Cash,Miami,Supermarket,FALSE,None,19.26,11.43,39.13,5
1000000239,31-08-2022 22:42,Gabriel Lucero,180877,['Bread'],Student,Summer,1,Bread,Grains & Bakery,Bread,Mobile Payment,Chicago,Warehouse Club,FALSE,Discount on Selected Items,4.63,2.1,25.32,10
1000000240,21-11-2022 07:58,Connor Moore,302555,"['Syrup', 'Tomatoes']",Retiree,Summer,2,Syrup,Pantry & Snacks,Syrup,Cash,Dallas,Department Store,FALSE,Discount on Selected Items,6.35,4.33,18.17,9
1000000241,03-12-2022 02:43,Amy Campbell,910596,"['Shaving Cream', 'Laundry Detergent', 'BBQ Sauce', 'Air Freshener']",Middle-Aged,Winter,4,Shaving Cream,Personal Care,Shaving Cream,Debit Card,San Francisco,Supermarket,TRUE,None,13.04,8.94,8.18,2
1000000242,20-04-2020 02:30,Lee Ramirez,785050,"['Shrimp', 'Orange', 'Tomatoes', 'Soda', 'Deodorant']",Teenager,Winter,5,Shrimp,Meat & Seafood,Shrimp,Mobile Payment,Chicago,Warehouse Club,TRUE,None,31.8,21.45,20.7,2
1000000243,11-03-2020 18:33,Jaime Parker,970682,"['Sponges', 'Chicken', 'Syrup', 'Cleaning Spray', 'Honey']",Young Adult,Fall,5,Sponges,Cleaning Supplies,Sponges,Mobile Payment,Dallas,Department Store,TRUE,None,5.05,2.58,19.74,8
1000000244,01-04-2022 11:38,James Bailey,307413,"['Tomatoes', 'Laundry Detergent']",Professional,Winter,2,Tomatoes,Vegetables,Tomatoes,Debit Card,Los Angeles,Supermarket,TRUE,BOGO (Buy One Get One),24.47,9.9,43.7,3
1000000245,16-12-2022 10:50,Sara Lee,673095,"['Shaving Cream', 'Mustard']",Young Adult,Fall,2,Shaving Cream,Personal Care,Shaving Cream,Credit Card,Los Angeles,Specialty Store,TRUE,None,1.77,1.2,5.68,10
1000000246,27-10-2021 14:16,Joanne Flores,622106,"['Insect Repellent', 'Shaving Cream', 'Shampoo', 'Sponges']",Young Adult,Spring,4,Insect Repellent,Other,Insect Repellent,Mobile Payment,Miami,Department Store,TRUE,BOGO (Buy One Get One),26.18,13.83,37.04,3
1000000247,18-04-2023 14:44,Kevin Cruz,879988,"['Olive Oil', 'Dish Soap', 'Dish Soap']",Retiree,Spring,3,Olive Oil,Pantry & Snacks,Olive Oil,Debit Card,Houston,Specialty Store,TRUE,Discount on Selected Items,8.53,5.88,15.86,6
1000000248,24-11-2020 20:47,Dawn Benson,113722,"['Milk', 'Tuna', 'Honey', 'Shower Gel']",Homemaker,Summer,4,Milk,Other,Milk,Cash,Miami,Pharmacy,FALSE,BOGO (Buy One Get One),70.51,48.59,21.92,1
1000000249,16-04-2021 11:55,Ronald Pacheco,255737,['Extension Cords'],Homemaker,Fall,1,Extension Cords,Household Electronics,Extension Cords,Cash,Atlanta,Specialty Store,TRUE,None,5.97,3.91,20.53,10
1000000251,03-01-2021 09:31,Tamara Burke,426894,"['Razors', 'Coffee', 'Vinegar', 'Chips', 'Chips']",Student,Winter,5,Razors,Other,Razors,Mobile Payment,Los Angeles,Pharmacy,FALSE,BOGO (Buy One Get One),10.79,5.56,15.68,3
1000000252,13-04-2022 04:44,Cheryl Benson,873353,"['Cleaning Rags', 'Pickles', 'Shaving Cream', 'Mustard']",Senior Citizen,Fall,4,Cleaning Rags,Cleaning Supplies,Cleaning Rags,Debit Card,San Francisco,Warehouse Club,FALSE,None,1.45,0.95,4.49,9
1000000253,19-12-2020 02:54,Taylor Jimenez,719788,['Cereal Bars'],Professional,Spring,1,Cereal Bars,Grains & Bakery,Cereal Bars,Mobile Payment,Seattle,Specialty Store,FALSE,None,1.07,0.53,3.78,7
1000000254,01-03-2023 20:48,Brenda Greene,920377,"['Trash Bags', 'Trash Bags', 'Pickles']",Teenager,Winter,3,Trash Bags,Cleaning Supplies,Trash Bags,Cash,Los Angeles,Department Store,TRUE,None,10.48,4.73,28.78,5
1000000255,25-08-2021 11:41,Mark Johnson,329237,['Shrimp'],Student,Fall,1,Shrimp,Meat & Seafood,Shrimp,Mobile Payment,Seattle,Convenience Store,TRUE,None,14.93,8.46,38.77,6
1000000256,20-02-2022 22:41,Kenneth Williams,59836,"['Milk', 'Hair Gel']",Retiree,Fall,2,Milk,Other,Milk,Debit Card,Boston,Convenience Store,TRUE,BOGO (Buy One Get One),10.48,7.14,10.04,3
1000000258,03-03-2023 15:39,Felicia Johnson,224537,"['Trash Cans', 'Razors']",Middle-Aged,Fall,2,Trash Cans,Cleaning Equipment,Trash Cans,Credit Card,Atlanta,Department Store,TRUE,Discount on Selected Items,15.79,9.02,33.87,5
1000000259,11-12-2021 10:43,Kelly Adams,723162,['Insect Repellent'],Retiree,Fall,1,Insect Repellent,Other,Insect Repellent,Credit Card,Seattle,Warehouse Club,TRUE,Discount on Selected Items,6.62,2.84,26.46,7
1000000260,09-05-2022 08:59,Richard Hopkins,836829,['Lawn Mower'],Middle-Aged,Winter,1,Lawn Mower,Garden Tools,Lawn Mower,Debit Card,Dallas,Convenience Store,FALSE,None,8.62,5.04,28.66,8
1000000261,21-11-2022 12:53,Brenda Brown,451278,['Spinach'],Retiree,Winter,1,Spinach,Vegetables,Spinach,Debit Card,Chicago,Warehouse Club,TRUE,Discount on Selected Items,92.52,64.49,28.03,1
1000000262,14-12-2021 17:24,David Henry,853867,"['Insect Repellent', 'Dishware', 'Apple']",Teenager,Summer,3,Insect Repellent,Other,Insect Repellent,Credit Card,Los Angeles,Supermarket,TRUE,None,1.81,0.8,7.06,7
1000000263,31-05-2020 15:32,Catherine Rodriguez,728612,"['Soap', 'Dish Soap', 'Chips', 'Tea']",Student,Summer,4,Soap,Personal Care,Soap,Credit Card,New York,Department Store,TRUE,None,8.87,4.93,15.77,4
1000000264,08-09-2021 12:36,Sean Obrien,216475,"['Garden Hose', 'Milk', 'Lawn Mower']",Teenager,Summer,3,Garden Hose,Garden Tools,Garden Hose,Mobile Payment,New York,Supermarket,FALSE,None,2.85,1.89,6.72,7
1000000265,15-11-2023 17:33,Scott Byrd,564789,"['Light Bulbs', 'Honey', 'Bath Towels', 'Cereal Bars', 'Rice']",Homemaker,Spring,5,Light Bulbs,Household Electronics,Light Bulbs,Credit Card,Seattle,Department Store,FALSE,None,0.96,0.6,3.63,10
1000000266,27-09-2022 03:45,Sheila Carroll,910078,"['Plant Fertilizer', 'Vacuum Cleaner']",Teenager,Fall,2,Plant Fertilizer,Garden Tools,Plant Fertilizer,Mobile Payment,Houston,Department Store,TRUE,BOGO (Buy One Get One),3.64,2.21,12.79,9
1000000267,02-01-2020 00:27,Jason Rodriguez,54201,"['Insect Repellent', 'Hand Sanitizer', 'Honey', 'Dish Soap', 'Pickles']",Professional,Fall,5,Insect Repellent,Other,Insect Repellent,Debit Card,New York,Department Store,TRUE,None,1.92,1.17,5.98,8
1000000268,16-01-2023 11:25,Edward Anderson,101131,"['Cleaning Spray', 'Cereal Bars']",Student,Spring,2,Cleaning Spray,Cleaning Supplies,Cleaning Spray,Mobile Payment,Atlanta,Supermarket,FALSE,Discount on Selected Items,10.96,5.57,16.19,3
1000000269,22-11-2020 01:11,Benjamin Barber,163624,"['Mayonnaise', 'Tissues', 'Potatoes', 'Salmon']",Retiree,Fall,4,Mayonnaise,Condiments,Mayonnaise,Debit Card,Dallas,Pharmacy,FALSE,Discount on Selected Items,4.15,2.02,21.22,10
1000000270,19-11-2023 08:21,Lisa Evans,549516,"['Milk', 'Banana']",Homemaker,Winter,2,Milk,Other,Milk,Debit Card,Dallas,Supermarket,FALSE,BOGO (Buy One Get One),35.02,22.51,12.51,1
1000000271,17-12-2022 17:26,Tracey Jackson,677158,"['Syrup', 'Spinach', 'Ironing Board']",Senior Citizen,Summer,3,Syrup,Pantry & Snacks,Syrup,Credit Card,Los Angeles,Convenience Store,TRUE,BOGO (Buy One Get One),7.05,4.53,17.61,7
1000000272,08-12-2023 17:42,Taylor Daniels,474785,"['Sponges', 'Shrimp', 'Soda']",Retiree,Winter,3,Sponges,Cleaning Supplies,Sponges,Credit Card,Houston,Convenience Store,FALSE,None,1.95,1.29,1.98,3
1000000273,09-11-2023 07:56,Dwayne Herrera,442336,"['Eggs', 'Paper Towels']",Teenager,Spring,2,Eggs,Meat & Seafood,Eggs,Mobile Payment,Los Angeles,Department Store,TRUE,Discount on Selected Items,5.85,3.94,11.45,6
1000000274,19-10-2023 06:38,Stephanie Robinson,210780,"['Toothpaste', 'Bath Towels', 'Carrots']",Student,Summer,3,Toothpaste,Personal Care,Toothpaste,Credit Card,Seattle,Supermarket,FALSE,Discount on Selected Items,6.13,3.39,21.89,8
1000000275,23-07-2022 06:10,Caleb Bailey,575166,"['Insect Repellent', 'Power Strips', 'Toothbrush', 'Yogurt']",Student,Winter,4,Insect Repellent,Other,Insect Repellent,Cash,Dallas,Pharmacy,TRUE,None,96.66,53.21,43.45,1
1000000276,27-10-2023 17:47,Eric Moore DDS,559390,"['Pancake Mix', 'Mop']",Young Adult,Spring,2,Pancake Mix,Grains & Bakery,Pancake Mix,Cash,Chicago,Convenience Store,TRUE,BOGO (Buy One Get One),31.92,20.41,23.01,2
1000000277,26-09-2021 04:44,Barbara Griffin,275975,"['Hand Sanitizer', 'Mustard', 'Toilet Paper', 'Water']",Professional,Fall,4,Hand Sanitizer,Home & Misc,Hand Sanitizer,Debit Card,Miami,Supermarket,FALSE,Discount on Selected Items,5.12,3.05,20.73,10
1000000278,18-03-2021 10:25,Jennifer Harrington DDS,339629,['Syrup'],Professional,Spring,1,Syrup,Pantry & Snacks,Syrup,Debit Card,San Francisco,Pharmacy,FALSE,BOGO (Buy One Get One),14.34,8.76,27.92,5
1000000279,25-03-2021 23:26,Bryce Smith,786522,"['Shaving Cream', 'Jam']",Homemaker,Fall,2,Shaving Cream,Personal Care,Shaving Cream,Credit Card,Los Angeles,Convenience Store,TRUE,None,1.04,0.67,3.39,9
1000000280,01-03-2020 18:27,Suzanne Silva,632501,"['Ketchup', 'Hand Sanitizer', 'Orange', 'Vacuum Cleaner']",Homemaker,Fall,4,Ketchup,Condiments,Ketchup,Cash,Atlanta,Convenience Store,TRUE,Discount on Selected Items,24.87,16.59,16.56,2
1000000281,17-09-2020 21:44,David Prince,359247,"['Dishware', 'Soap']",Student,Summer,2,Dishware,Other,Dishware,Mobile Payment,Dallas,Department Store,FALSE,None,7.45,3.74,37.16,10
1000000282,10-01-2021 16:28,Dawn Alvarado,687754,"['Ice Cream', 'Cereal', 'Feminine Hygiene Products', 'Ice Cream', 'Coffee']",Middle-Aged,Fall,5,Ice Cream,Dairy,Ice Cream,Mobile Payment,Seattle,Specialty Store,TRUE,None,60.52,31.03,29.49,1
1000000283,27-05-2020 05:12,Susan Lee,671131,"['Pasta', 'Toilet Paper', 'Chips', 'Light Bulbs', 'Toilet Paper']",Teenager,Winter,5,Pasta,Grains & Bakery,Pasta,Credit Card,Seattle,Pharmacy,FALSE,BOGO (Buy One Get One),10.58,4.53,24.2,4
1000000284,21-10-2022 13:17,Pamela Adams,31808,"['Pancake Mix', 'Cereal']",Senior Citizen,Winter,2,Pancake Mix,Grains & Bakery,Pancake Mix,Mobile Payment,Los Angeles,Pharmacy,FALSE,None,9.87,5.66,37.9,9
1000000285,08-05-2022 12:22,Jessica Shaffer,183930,"['Cereal Bars', 'Cleaning Rags', 'Chips', 'Hand Sanitizer', 'Deodorant']",Professional,Fall,5,Cereal Bars,Grains & Bakery,Cereal Bars,Debit Card,Miami,Supermarket,TRUE,Discount on Selected Items,5.69,2.34,30.16,9
1000000286,30-05-2023 06:57,Mitchell Johnson,704739,"['Peanut Butter', 'Vacuum Cleaner', 'Milk']",Student,Winter,3,Peanut Butter,Pantry & Snacks,Peanut Butter,Mobile Payment,New York,Specialty Store,TRUE,BOGO (Buy One Get One),19.36,10.45,17.82,2
1000000287,02-01-2023 21:20,Robert Ibarra,607286,"['Shampoo', 'Tuna', 'Shaving Cream', 'Dustpan']",Homemaker,Fall,4,Shampoo,Personal Care,Shampoo,Mobile Payment,Boston,Department Store,TRUE,Discount on Selected Items,19.4,10.92,8.48,1
1000000288,15-07-2021 13:56,Mr. Matthew Wang,762542,"['Trash Bags', 'Vinegar', 'Banana', 'Pickles', 'Ketchup']",Professional,Spring,5,Trash Bags,Cleaning Supplies,Trash Bags,Credit Card,New York,Convenience Store,FALSE,BOGO (Buy One Get One),1.82,0.88,5.61,6
1000000289,12-04-2021 13:52,Michele Davis,253478,"['Mop', 'Soap']",Homemaker,Fall,2,Mop,Cleaning Equipment,Mop,Debit Card,Miami,Specialty Store,FALSE,None,19.83,11.45,33.54,4
1000000290,31-05-2020 23:16,Karen Jones,855237,['Hand Sanitizer'],Teenager,Spring,1,Hand Sanitizer,Home & Misc,Hand Sanitizer,Mobile Payment,Atlanta,Pharmacy,FALSE,None,62.37,25.52,36.85,1
1000000291,29-05-2023 05:46,Kristi Sanchez,740212,['Lawn Mower'],Professional,Winter,1,Lawn Mower,Garden Tools,Lawn Mower,Mobile Payment,San Francisco,Supermarket,FALSE,Discount on Selected Items,4.99,2.05,29.36,10
1000000292,12-11-2020 03:27,James Aguilar,757037,"['Cereal', 'Honey', 'Carrots', 'Cheese', 'Broom']",Retiree,Winter,5,Cereal,Grains & Bakery,Cereal,Cash,Houston,Specialty Store,TRUE,BOGO (Buy One Get One),14.83,9.59,26.19,5
1000000293,10-09-2020 04:28,Lawrence Allison,280273,"['Chips', 'Cleaning Spray', 'Iron', 'Carrots', 'Shaving Cream']",Senior Citizen,Fall,5,Chips,Pantry & Snacks,Chips,Credit Card,Chicago,Department Store,FALSE,None,5.22,2.65,10.28,4
1000000294,08-05-2021 11:46,Benjamin Nguyen,457239,"['Iron', 'Butter', 'Shower Gel', 'Broom']",Retiree,Winter,4,Iron,Household Electronics,Iron,Mobile Payment,Miami,Convenience Store,TRUE,None,4.35,1.91,4.89,2
1000000295,15-03-2020 10:32,Gina Gomez,299467,"['Milk', 'Extension Cords', 'Mayonnaise', 'Hand Sanitizer']",Young Adult,Fall,4,Milk,Other,Milk,Credit Card,Dallas,Pharmacy,FALSE,BOGO (Buy One Get One),21.27,11.84,37.72,4
1000000296,12-03-2022 19:42,Gerald Massey,461527,"['Mop', 'Ketchup', 'Tomatoes', 'Spinach']",Senior Citizen,Fall,4,Mop,Cleaning Equipment,Mop,Debit Card,Los Angeles,Convenience Store,FALSE,Discount on Selected Items,4.85,3.06,10.73,6
1000000297,04-08-2020 11:17,William Willis,350743,['Eggs'],Teenager,Winter,1,Eggs,Meat & Seafood,Eggs,Mobile Payment,San Francisco,Specialty Store,FALSE,BOGO (Buy One Get One),3.62,1.68,17.43,9
1000000298,10-02-2022 10:43,Tracy Wu,92605,"['Tea', 'Cereal', 'Honey', 'Cleaning Spray', 'Ketchup']",Senior Citizen,Winter,5,Tea,Beverages,Tea,Cash,Boston,Supermarket,TRUE,BOGO (Buy One Get One),1.29,0.76,4.28,8
1000000300,05-06-2021 08:46,Carolyn Harris,813933,"['Shampoo', 'Tuna', 'Olive Oil', 'Peanut Butter', 'Carrots']",Middle-Aged,Fall,5,Shampoo,Personal Care,Shampoo,Mobile Payment,San Francisco,Convenience Store,FALSE,BOGO (Buy One Get One),6.61,2.74,23.16,6
1000000301,15-07-2023 23:55,Michele Davis,253478,"['BBQ Sauce', 'Power Strips']",Senior Citizen,Spring,2,BBQ Sauce,Condiments,BBQ Sauce,Credit Card,Chicago,Department Store,TRUE,BOGO (Buy One Get One),2.36,1.32,10.38,10
1000000302,04-06-2020 15:28,Molly Hernandez,595264,"['Paper Towels', 'Shrimp', 'Feminine Hygiene Products', 'Dishware']",Student,Summer,4,Paper Towels,Cleaning Supplies,Paper Towels,Cash,Chicago,Pharmacy,FALSE,BOGO (Buy One Get One),4.09,2.3,14.33,8
1000000303,24-02-2021 18:47,Ashley Knight,831401,"['Beef', 'Hand Sanitizer', 'Mayonnaise', 'Rice']",Student,Winter,4,Beef,Meat & Seafood,Beef,Debit Card,San Francisco,Department Store,FALSE,None,22.52,13.31,27.61,3
1000000304,17-12-2022 17:38,Jessica Crawford,568809,"['Toothbrush', 'Hand Sanitizer']",Student,Winter,2,Toothbrush,Personal Care,Toothbrush,Mobile Payment,Seattle,Supermarket,FALSE,Discount on Selected Items,10.71,6.61,24.55,6
1000000305,13-02-2022 04:42,Yvette Bailey,264719,['Coffee'],Young Adult,Fall,1,Coffee,Beverages,Coffee,Mobile Payment,Seattle,Supermarket,TRUE,BOGO (Buy One Get One),13.82,9.57,16.98,4
1000000306,14-04-2023 07:18,Mary Miller,871658,['Toothpaste'],Teenager,Summer,1,Toothpaste,Personal Care,Toothpaste,Debit Card,Los Angeles,Pharmacy,TRUE,BOGO (Buy One Get One),8.82,4.89,35.33,9
1000000307,10-02-2021 04:20,Ashley Turner,908507,"['Banana', 'Canned Soup']",Middle-Aged,Spring,2,Banana,Fruits,Banana,Debit Card,Miami,Pharmacy,TRUE,Discount on Selected Items,87.95,43.7,44.25,1
1000000308,22-06-2023 21:28,Dustin Walker,794392,"['Olive Oil', 'Diapers']",Professional,Summer,2,Olive Oil,Pantry & Snacks,Olive Oil,Cash,Los Angeles,Supermarket,FALSE,Discount on Selected Items,10.08,6.43,14.57,4
1000000309,28-01-2023 20:59,Lynn Hopkins,470722,"['Shrimp', 'Pancake Mix']",Professional,Summer,2,Shrimp,Meat & Seafood,Shrimp,Mobile Payment,Chicago,Warehouse Club,TRUE,BOGO (Buy One Get One),30.56,14.71,15.85,1
1000000310,18-08-2022 08:02,Taylor Cole,638012,"['Salmon', 'Plant Fertilizer', 'Cleaning Spray', 'Apple']",Student,Winter,4,Salmon,Meat & Seafood,Salmon,Credit Card,Dallas,Department Store,TRUE,BOGO (Buy One Get One),25.18,13.39,23.58,2
1000000311,07-01-2020 01:35,Jeffrey Wilson,143215,['Shaving Cream'],Homemaker,Fall,1,Shaving Cream,Personal Care,Shaving Cream,Debit Card,New York,Department Store,TRUE,Discount on Selected Items,22.54,9.55,51.97,4
1000000312,02-12-2020 18:12,Christopher Nichols,941993,['Deodorant'],Student,Spring,1,Deodorant,Personal Care,Deodorant,Debit Card,Atlanta,Warehouse Club,TRUE,BOGO (Buy One Get One),42.33,17.25,25.08,1
1000000313,27-12-2022 09:21,Jacob Washington,95000,['Laundry Detergent'],Young Adult,Spring,1,Laundry Detergent,Cleaning Supplies,Laundry Detergent,Mobile Payment,San Francisco,Supermarket,TRUE,BOGO (Buy One Get One),12.16,8.38,26.49,7
1000000314,06-07-2023 12:06,Ann Gamble,202422,"['Tuna', 'Chips', 'Chicken', 'Potatoes', 'Dustpan']",Professional,Spring,5,Tuna,Meat & Seafood,Tuna,Debit Card,Boston,Pharmacy,FALSE,None,10.34,6.73,25.28,7
1000000316,24-06-2020 05:01,Karen Meyer,148646,"['Soap', 'Cheese', 'Eggs', 'Cleaning Spray', 'Ketchup']",Middle-Aged,Fall,5,Soap,Personal Care,Soap,Credit Card,Seattle,Supermarket,FALSE,Discount on Selected Items,1.63,0.85,6.21,8
1000000317,03-10-2020 13:50,Candice Shelton,970309,['Garden Hose'],Homemaker,Fall,1,Garden Hose,Garden Tools,Garden Hose,Credit Card,Chicago,Specialty Store,FALSE,None,2,0.9,5.49,5
1000000318,02-02-2023 02:05,Cindy Russell,721290,"['Shampoo', 'Salmon', 'Soda']",Professional,Spring,3,Shampoo,Personal Care,Shampoo,Mobile Payment,Houston,Supermarket,FALSE,BOGO (Buy One Get One),31.74,14.19,17.55,1
1000000319,23-07-2022 05:13,Taylor Brady,937730,"['Vacuum Cleaner', 'Garden Hose', 'Tea']",Senior Citizen,Fall,3,Vacuum Cleaner,Household Electronics,Vacuum Cleaner,Debit Card,Boston,Convenience Store,TRUE,Discount on Selected Items,6.18,2.94,25.96,8
1000000320,27-01-2021 05:09,Paula Turner,935291,"['Soap', 'Iron']",Senior Citizen,Summer,2,Soap,Personal Care,Soap,Mobile Payment,San Francisco,Warehouse Club,FALSE,Discount on Selected Items,7.13,4.03,21.73,7
1000000322,08-01-2023 11:51,Christopher Johnson,489991,"['Dish Soap', 'Lawn Mower']",Young Adult,Winter,2,Dish Soap,Cleaning Supplies,Dish Soap,Credit Card,San Francisco,Pharmacy,TRUE,None,8.26,4.94,23.25,7
1000000323,17-04-2021 20:11,Christopher Chandler,591450,"['Bread', 'Mop', 'Ketchup', 'Chicken', 'Tuna']",Retiree,Winter,5,Bread,Grains & Bakery,Bread,Debit Card,Seattle,Convenience Store,FALSE,Discount on Selected Items,6.82,3.3,24.64,7
1000000324,17-11-2021 00:42,Susan Ball,698690,"['Ketchup', 'Garden Hose']",Senior Citizen,Winter,2,Ketchup,Condiments,Ketchup,Cash,Chicago,Warehouse Club,TRUE,None,26.55,18.23,24.97,3
1000000325,11-11-2021 02:24,Bobby Warner,880712,['Light Bulbs'],Teenager,Winter,1,Light Bulbs,Household Electronics,Light Bulbs,Debit Card,Miami,Warehouse Club,TRUE,BOGO (Buy One Get One),20.51,12.74,23.3,3
1000000326,01-07-2020 00:49,Victoria Jenkins,961597,"['Beef', 'Yogurt', 'Garden Hose']",Middle-Aged,Fall,3,Beef,Meat & Seafood,Beef,Mobile Payment,Chicago,Pharmacy,FALSE,BOGO (Buy One Get One),9.74,5.51,42.22,10
1000000327,19-04-2021 22:13,Tyler Lara,256587,['Dustpan'],Senior Citizen,Fall,1,Dustpan,Cleaning Equipment,Dustpan,Mobile Payment,Atlanta,Pharmacy,TRUE,Discount on Selected Items,86.32,50.37,35.95,1
1000000328,20-05-2022 17:13,Ronald Chandler,744714,"['Trash Cans', 'Shampoo', 'Diapers', 'Diapers']",Homemaker,Winter,4,Trash Cans,Cleaning Equipment,Trash Cans,Debit Card,Chicago,Department Store,TRUE,None,12.94,6.8,30.67,5
1000000329,10-10-2022 04:25,Xavier Palmer,250167,"['Onions', 'Vinegar', 'Cleaning Rags', 'Ketchup']",Professional,Summer,4,Onions,Vegetables,Onions,Debit Card,Atlanta,Pharmacy,FALSE,Discount on Selected Items,13.29,6.3,48.9,7
1000000330,05-02-2020 13:58,Lance Sims,920811,"['Mustard', 'Shrimp', 'Shampoo', 'Feminine Hygiene Products']",Middle-Aged,Fall,4,Mustard,Condiments,Mustard,Cash,New York,Convenience Store,FALSE,Discount on Selected Items,16.23,8.22,32.01,4
1000000331,25-06-2021 13:48,Richard Dean,650574,"['Deodorant', 'Paper Towels']",Young Adult,Fall,2,Deodorant,Personal Care,Deodorant,Mobile Payment,New York,Department Store,TRUE,Discount on Selected Items,17.74,11.13,26.44,4
1000000333,02-03-2021 10:44,Timothy Calderon,390266,"['Shower Gel', 'Pickles', 'Salmon', 'Extension Cords', 'Lawn Mower']",Teenager,Fall,5,Shower Gel,Personal Care,Shower Gel,Debit Card,Houston,Specialty Store,FALSE,Discount on Selected Items,15.28,6.64,51.8,6
1000000334,02-02-2022 11:39,Richard Clark,390160,"['Insect Repellent', 'Canned Soup', 'Ironing Board', 'Vinegar', 'Peanut Butter']",Retiree,Summer,5,Insect Repellent,Other,Insect Repellent,Mobile Payment,Seattle,Specialty Store,FALSE,Discount on Selected Items,9.87,4.08,11.57,2
1000000336,14-09-2021 00:26,Tanya Murphy,21598,"['Hand Sanitizer', 'Ice Cream', 'Tea']",Student,Winter,3,Hand Sanitizer,Home & Misc,Hand Sanitizer,Mobile Payment,Seattle,Supermarket,FALSE,BOGO (Buy One Get One),7.25,4.76,17.43,7
1000000337,19-03-2023 09:39,Traci Stevens,822198,"['Mop', 'Shrimp', 'Shrimp', 'Cleaning Rags']",Retiree,Winter,4,Mop,Cleaning Equipment,Mop,Debit Card,Houston,Supermarket,TRUE,BOGO (Buy One Get One),10.71,6.54,16.65,4
1000000338,24-02-2022 22:44,Melissa Freeman,910135,"['Olive Oil', 'Chips', 'Apple', 'Iron']",Homemaker,Spring,4,Olive Oil,Pantry & Snacks,Olive Oil,Debit Card,Chicago,Warehouse Club,TRUE,None,3.2,1.73,13.17,9
1000000339,01-10-2020 10:24,Colleen Mata,337263,['Bath Towels'],Professional,Fall,1,Bath Towels,Home & Misc,Bath Towels,Credit Card,Chicago,Convenience Store,FALSE,BOGO (Buy One Get One),8.87,3.81,10.12,2
1000000340,05-02-2022 19:17,Justin Rodriguez,958034,"['Ironing Board', 'Pasta']",Student,Winter,2,Ironing Board,Household Electronics,Ironing Board,Mobile Payment,Dallas,Supermarket,TRUE,None,28.8,15.77,13.03,1
1000000342,30-04-2020 08:47,Susan Martin,446882,['Dish Soap'],Teenager,Spring,1,Dish Soap,Cleaning Supplies,Dish Soap,Mobile Payment,Houston,Convenience Store,FALSE,None,10.08,4.55,38.66,7
1000000343,14-12-2020 16:57,Monica Howard,349990,"['Salmon', 'Tea', 'Yogurt']",Senior Citizen,Summer,3,Salmon,Meat & Seafood,Salmon,Cash,San Francisco,Department Store,FALSE,BOGO (Buy One Get One),10.7,5.67,45.26,9
1000000344,01-10-2020 12:19,Lauren Perry,676019,"['Mustard', 'Vinegar', 'Light Bulbs', 'Cleaning Spray']",Senior Citizen,Fall,4,Mustard,Condiments,Mustard,Credit Card,San Francisco,Pharmacy,TRUE,None,22.42,11.65,21.54,2
1000000345,31-07-2021 00:30,Cynthia Peters,551775,"['Bread', 'Syrup', 'Laundry Detergent']",Homemaker,Winter,3,Bread,Grains & Bakery,Bread,Mobile Payment,Houston,Department Store,FALSE,None,10.72,6.27,26.7,6
1000000346,23-03-2020 08:45,Andrew Shelton,261922,['Mustard'],Teenager,Fall,1,Mustard,Condiments,Mustard,Debit Card,Miami,Convenience Store,TRUE,Discount on Selected Items,42.37,25.02,34.7,2
1000000347,11-06-2020 22:09,Richard Page,752864,['Apple'],Student,Winter,1,Apple,Fruits,Apple,Mobile Payment,Atlanta,Department Store,FALSE,BOGO (Buy One Get One),16.55,6.84,29.12,3
1000000348,12-11-2020 09:56,Gregory George,704256,"['Hand Sanitizer', 'Honey', 'Hair Gel', 'Feminine Hygiene Products', 'Honey']",Professional,Spring,5,Hand Sanitizer,Home & Misc,Hand Sanitizer,Debit Card,Miami,Department Store,FALSE,Discount on Selected Items,15.58,7.98,37.99,5
1000000349,18-05-2022 20:42,Joe Price,845967,"['Extension Cords', 'Milk', 'Razors', 'Lawn Mower', 'Milk']",Homemaker,Summer,5,Extension Cords,Household Electronics,Extension Cords,Cash,Boston,Specialty Store,TRUE,BOGO (Buy One Get One),8.76,5.15,18.06,5
1000000351,13-12-2021 16:53,Debbie Burns,202086,"['Lawn Mower', 'Soda', 'Beef', 'Shampoo']",Teenager,Fall,4,Lawn Mower,Garden Tools,Lawn Mower,Mobile Payment,Boston,Pharmacy,TRUE,None,37.88,24.89,12.99,1
1000000352,29-09-2021 10:27,William Cole,614761,"['Toothpaste', 'Air Freshener', 'Toothpaste']",Young Adult,Winter,3,Toothpaste,Personal Care,Toothpaste,Debit Card,Miami,Convenience Store,TRUE,None,18.51,11.06,37.23,5
